Time(10ms),Amplitude(mV)
26210,-0.033416748
26211,-0.028381348
26212,-0.025787354
26213,-0.026245117
26214,-0.026245117
26215,-0.025939941
26216,-0.025787354
26217,-0.023345947
26218,-0.021362305
26219,-0.023956299
26220,-0.021209717
26221,-0.018920898
26222,-0.016326904
26223,-0.011444092
26224,-0.008850098
26225,-0.006256104
26226,-0.005950928
26227,-0.001525879
26228,-0.001678467
26229,-0.001373291
26230,0.000762939
26231,0.003662109
26232,0.02243042
26233,0.039672852
26234,0.047454834
26235,0.081176758
26236,0.088806152
26237,0.039672852
26238,0.003967285
26239,-0.016326904
26240,-0.020904541
26241,-0.03326416
26242,-0.040893555
26243,-0.038299561
26244,-0.033874512
26245,-0.027618408
26246,-0.018157959
26247,-0.013885498
26248,-0.01373291
26249,-0.059967041
26250,-0.049591064
26251,0.115203857
26252,0.603942871
26253,1.062774658
26254,0.397338867
26255,-0.233306885
26256,-0.451507568
26257,-0.353393555
26258,-0.188293457
26259,-0.103912354
26260,-0.068206787
26261,-0.048522949
26262,-0.033874512
26263,-0.021209717
26264,-0.013885498
26265,-0.003204346
26266,0.006408691
26267,0.01739502
26268,0.029602051
26269,0.039825439
26270,0.049285889
26271,0.058898926
26272,0.071105957
26273,0.085906982
26274,0.102844238
26275,0.123596191
26276,0.146789551
26277,0.163879395
26278,0.174102783
26279,0.173492432
26280,0.159912109
26281,0.122680664
26282,0.054931641
26283,-0.047607422
26284,-0.119628906
26285,-0.16784668
26286,-0.200042725
26287,-0.214233398
26288,-0.214385986
26289,-0.198822021
26290,-0.184326172
26291,-0.167388916
26292,-0.145874023
26293,-0.124359131
26294,-0.104522705
26295,-0.087127686
26296,-0.072631836
26297,-0.061950684
26298,-0.050354004
26299,-0.040740967
26300,-0.034179688
26301,-0.03112793
26302,-0.030975342
26303,-0.028839111
26304,-0.026092529
26305,-0.02532959
26306,-0.021972656
26307,-0.021362305
26308,-0.023803711
26309,-0.023956299
26310,-0.023803711
26311,-0.021057129
26312,-0.021057129
26313,-0.018463135
26314,-0.016174316
26315,-0.01373291
26316,-0.011138916
26317,-0.006408691
26318,-0.004119873
26319,-0.003814697
26320,-0.003967285
26321,-0.001373291
26322,0.000915527
26323,0.000915527
26324,0.000610352
26325,0.005340576
26326,0.010681152
26327,0.009918213
26328,0.010986328
26329,0.012664795
26330,0.015716553
26331,0.015563965
26332,0.01373291
26333,0.019836426
26334,0.035705566
26335,0.066223145
26336,0.068817139
26337,0.092773438
26338,0.08605957
26339,0.040130615
26340,0.005950928
26341,-0.007324219
26342,-0.014190674
26343,-0.026092529
26344,-0.033569336
26345,-0.03112793
26346,-0.026245117
26347,-0.023651123
26348,-0.016479492
26349,-0.014038086
26350,-0.018157959
26351,-0.07522583
26352,-0.04196167
26353,0.194396973
26354,0.817108154
26355,0.997619629
26356,0.194091797
26357,-0.372009277
26358,-0.448760986
26359,-0.296783447
26360,-0.175170898
26361,-0.105895996
26362,-0.076599121
26363,-0.059661865
26364,-0.046234131
26365,-0.030822754
26366,-0.021209717
26367,-0.013122559
26368,-0.001525879
26369,0.009002686
26370,0.019836426
26371,0.03036499
26372,0.039520264
26373,0.052032471
26374,0.063171387
26375,0.076446533
26376,0.092926025
26377,0.111236572
26378,0.133514404
26379,0.151672363
26380,0.161437988
26381,0.164337158
26382,0.156402588
26383,0.12512207
26384,0.066833496
26385,-0.016326904
26386,-0.097198486
26387,-0.155944824
26388,-0.191955566
26389,-0.209503174
26390,-0.210876465
26391,-0.204772949
26392,-0.190124512
26393,-0.170440674
26394,-0.148925781
26395,-0.128631592
26396,-0.111541748
26397,-0.098571777
26398,-0.082092285
26399,-0.069274902
26400,-0.057983398
26401,-0.050354004
26402,-0.045471191
26403,-0.043029785
26404,-0.035858154
26405,-0.030975342
26406,-0.03112793
26407,-0.031280518
26408,-0.026702881
26409,-0.026092529
26410,-0.023651123
26411,-0.023803711
26412,-0.023498535
26413,-0.023651123
26414,-0.018615723
26415,-0.018768311
26416,-0.018615723
26417,-0.016174316
26418,-0.013885498
26419,-0.009002686
26420,-0.008850098
26421,-0.006561279
26422,-0.003967285
26423,-0.003967285
26424,0.000915527
26425,0.001220703
26426,0.000762939
26427,0.001068115
26428,0.003356934
26429,0.006103516
26430,0.008087158
26431,0.008087158
26432,0.00793457
26433,0.013122559
26434,0.013275146
26435,0.013275146
26436,0.012969971
26437,0.010681152
26438,0.012664795
26439,0.020141602
26440,0.052337646
26441,0.056762695
26442,0.074310303
26443,0.096130371
26444,0.05645752
26445,0.016021729
26446,-0.00869751
26447,-0.013885498
26448,-0.026550293
26449,-0.033721924
26450,-0.033111572
26451,-0.025634766
26452,-0.021209717
26453,-0.013885498
26454,-0.011291504
26455,-0.013427734
26456,-0.048217773
26457,-0.086975098
26458,0.024414063
26459,0.459747314
26460,1.128997803
26461,0.570678711
26462,-0.178833008
26463,-0.458221436
26464,-0.368499756
26465,-0.191802979
26466,-0.106506348
26467,-0.077209473
26468,-0.057220459
26469,-0.044555664
26470,-0.033569336
26471,-0.023956299
26472,-0.013122559
26473,-0.00579834
26474,0.006256104
26475,0.014953613
26476,0.023803711
26477,0.032806396
26478,0.040435791
26479,0.054016113
26480,0.064239502
26481,0.077972412
26482,0.099182129
26483,0.119781494
26484,0.140075684
26485,0.151672363
26486,0.16204834
26487,0.166168213
26488,0.147705078
26489,0.10269165
26490,0.028076172
26491,-0.050354004
26492,-0.121459961
26493,-0.170440674
26494,-0.202026367
26495,-0.211791992
26496,-0.20690918
26497,-0.194854736
26498,-0.179290771
26499,-0.160827637
26500,-0.143432617
26501,-0.124206543
26502,-0.106048584
26503,-0.091247559
26504,-0.082397461
26505,-0.070495605
26506,-0.062713623
26507,-0.057373047
26508,-0.048217773
26509,-0.045471191
26510,-0.04119873
26511,-0.035858154
26512,-0.03112793
26513,-0.028839111
26514,-0.030822754
26515,-0.026550293
26516,-0.025787354
26517,-0.027618408
26518,-0.022735596
26519,-0.018768311
26520,-0.016326904
26521,-0.012969971
26522,-0.007019043
26523,-0.006713867
26524,-0.004119873
26525,-0.003967285
26526,-0.003967285
26527,-0.004425049
26528,-0.001678467
26529,0.001068115
26530,0.003051758
26531,0.00579834
26532,0.006561279
26533,0.010681152
26534,0.012359619
26535,0.008087158
26536,0.013122559
26537,0.012969971
26538,0.010681152
26539,0.01083374
26540,0.012817383
26541,0.012969971
26542,0.013275146
26543,0.015411377
26544,0.020446777
26545,0.04486084
26546,0.054168701
26547,0.065155029
26548,0.086669922
26549,0.046844482
26550,0.010223389
26551,-0.01739502
26552,-0.016479492
26553,-0.021209717
26554,-0.030822754
26555,-0.033416748
26556,-0.03112793
26557,-0.02166748
26558,-0.019683838
26559,-0.016174316
26560,-0.011444092
26561,-0.034484863
26562,-0.096740723
26563,-0.041503906
26564,0.511474609
26565,1.127319336
26566,0.603942871
26567,-0.139007568
26568,-0.454711914
26569,-0.391998291
26570,-0.21270752
26571,-0.116119385
26572,-0.081481934
26573,-0.065460205
26574,-0.05065918
26575,-0.03616333
26576,-0.027923584
26577,-0.016326904
26578,-0.006408691
26579,0.00289917
26580,0.01739502
26581,0.027618408
26582,0.032653809
26583,0.040588379
26584,0.051116943
26585,0.059204102
26586,0.073547363
26587,0.096130371
26588,0.119934082
26589,0.138244629
26590,0.152282715
26591,0.161743164
26592,0.164337158
26593,0.146331787
26594,0.100402832
26595,0.025482178
26596,-0.058135986
26597,-0.12512207
26598,-0.173034668
26599,-0.201873779
26600,-0.207061768
26601,-0.2003479
26602,-0.185546875
26603,-0.169372559
26604,-0.151062012
26605,-0.135040283
26606,-0.116577148
26607,-0.101165771
26608,-0.087432861
26609,-0.077819824
26610,-0.069885254
26611,-0.060119629
26612,-0.05569458
26613,-0.048217773
26614,-0.045623779
26615,-0.036468506
26616,-0.028839111
26617,-0.030822754
26618,-0.030975342
26619,-0.028381348
26620,-0.028533936
26621,-0.028686523
26622,-0.031280518
26623,-0.028076172
26624,-0.021209717
26625,-0.021362305
26626,-0.015411377
26627,-0.013885498
26628,-0.016479492
26629,-0.011444092
26630,-0.009002686
26631,-0.004119873
26632,-0.001525879
26633,-0.001678467
26634,0.000915527
26635,0.003356934
26636,0.008239746
26637,0.008239746
26638,0.005340576
26639,0.003356934
26640,0.008087158
26641,0.012969971
26642,0.010681152
26643,0.005645752
26644,0.008392334
26645,0.013427734
26646,0.012969971
26647,0.013275146
26648,0.013122559
26649,0.016326904
26650,0.039672852
26651,0.047454834
26652,0.068359375
26653,0.072937012
26654,0.032501221
26655,0.002441406
26656,-0.01159668
26657,-0.007171631
26658,-0.018615723
26659,-0.023803711
26660,-0.021057129
26661,-0.016326904
26662,-0.014038086
26663,-0.006408691
26664,-0.001373291
26665,-0.011749268
26666,-0.079498291
26667,-0.065307617
26668,0.12008667
26669,0.738830566
26670,0.924072266
26671,0.322418213
26672,-0.200042725
26673,-0.442047119
26674,-0.374755859
26675,-0.210876465
26676,-0.116577148
26677,-0.081634521
26678,-0.057067871
26679,-0.042419434
26680,-0.028991699
26681,-0.016326904
26682,-0.009307861
26683,-0.003967285
26684,-0.001831055
26685,0.009155273
26686,0.015411377
26687,0.021362305
26688,0.030212402
26689,0.039672852
26690,0.051269531
26691,0.069885254
26692,0.087127686
26693,0.106658936
26694,0.122833252
26695,0.134735107
26696,0.139770508
26697,0.141906738
26698,0.118103027
26699,0.073547363
26700,0.007019043
26701,-0.05569458
26702,-0.109558105
26703,-0.140686035
26704,-0.157470703
26705,-0.167388916
26706,-0.158233643
26707,-0.145111084
26708,-0.131072998
26709,-0.116424561
26710,-0.102386475
26711,-0.087280273
26712,-0.081329346
26713,-0.075378418
26714,-0.065765381
26715,-0.055541992
26716,-0.054626465
26717,-0.045623779
26718,-0.040740967
26719,-0.035552979
26720,-0.033569336
26721,-0.031280518
26722,-0.028686523
26723,-0.028533936
26724,-0.025634766
26725,-0.01663208
26726,-0.011444092
26727,-0.016174316
26728,-0.013885498
26729,-0.011749268
26730,-0.010986328
26731,-0.008850098
26732,-0.006256104
26733,-0.004272461
26734,-0.004119873
26735,-0.000457764
26736,0.000762939
26737,0.005187988
26738,0.005340576
26739,0.010681152
26740,0.008087158
26741,0.005645752
26742,0.010375977
26743,0.017852783
26744,0.038452148
26745,0.042114258
26746,0.052185059
26747,0.078277588
26748,0.043945313
26749,0.012207031
26750,-0.011138916
26751,-0.006561279
26752,-0.018463135
26753,-0.026245117
26754,-0.018768311
26755,-0.021820068
26756,-0.021209717
26757,-0.011749268
26758,-0.009765625
26759,-0.018615723
26760,-0.073394775
26761,-0.052032471
26762,0.119628906
26763,0.679473877
26764,0.926361084
26765,0.353546143
26766,-0.162811279
26767,-0.419464111
26768,-0.368347168
26769,-0.209960938
26770,-0.113830566
26771,-0.072021484
26772,-0.048065186
26773,-0.038299561
26774,-0.027923584
26775,-0.016784668
26776,-0.006561279
26777,0.000915527
26778,0.005645752
26779,0.015716553
26780,0.018005371
26781,0.025177002
26782,0.032348633
26783,0.043945313
26784,0.054016113
26785,0.066223145
26786,0.086212158
26787,0.10559082
26788,0.122833252
26789,0.132598877
26790,0.139770508
26791,0.132751465
26792,0.104980469
26793,0.05645752
26794,-0.006866455
26795,-0.072631836
26796,-0.121917725
26797,-0.157623291
26798,-0.170288086
26799,-0.168304443
26800,-0.153198242
26801,-0.143280029
26802,-0.128936768
26803,-0.116577148
26804,-0.099487305
26805,-0.084686279
26806,-0.072937012
26807,-0.065155029
26808,-0.056915283
26809,-0.048370361
26810,-0.045776367
26811,-0.040435791
26812,-0.03616333
26813,-0.036010742
26814,-0.03112793
26815,-0.033111572
26816,-0.03326416
26817,-0.028839111
26818,-0.025939941
26819,-0.023651123
26820,-0.021057129
26821,-0.018920898
26822,-0.016174316
26823,-0.014038086
26824,-0.012969971
26825,-0.006561279
26826,-0.004119873
26827,0.000610352
26828,0.016479492
26829,0.038452148
26830,0.041809082
26831,0.064849854
26832,0.08392334
26833,0.04989624
26834,0.012817383
26835,-0.014648438
26836,-0.01663208
26837,-0.02456665
26838,-0.033721924
26839,-0.030975342
26840,-0.023651123
26841,-0.016174316
26842,-0.011291504
26843,-0.009002686
26844,-0.006713867
26845,-0.047149658
26846,-0.059814453
26847,0.051879883
26848,0.442657471
26849,1.050872803
26850,0.595245361
26851,-0.021514893
26852,-0.390777588
26853,-0.411529541
26854,-0.25970459
26855,-0.136108398
26856,-0.086975098
26857,-0.06072998
26858,-0.043792725
26859,-0.03326416
26860,-0.021209717
26861,-0.011444092
26862,-0.004730225
26863,0.005493164
26864,0.012817383
26865,0.025177002
26866,0.032348633
26867,0.039825439
26868,0.052032471
26869,0.066375732
26870,0.08102417
26871,0.103607178
26872,0.12512207
26873,0.144500732
26874,0.157623291
26875,0.159454346
26876,0.149688721
26877,0.127410889
26878,0.074157715
26879,-0.001983643
26880,-0.082550049
26881,-0.146331787
26882,-0.183410645
26883,-0.199432373
26884,-0.197143555
26885,-0.18661499
26886,-0.174407959
26887,-0.159759521
26888,-0.140075684
26889,-0.12298584
26890,-0.103607178
26891,-0.08972168
26892,-0.077514648
26893,-0.067596436
26894,-0.055389404
26895,-0.050354004
26896,-0.045471191
26897,-0.040588379
26898,-0.038299561
26899,-0.035705566
26900,-0.03326416
26901,-0.03326416
26902,-0.030670166
26903,-0.02822876
26904,-0.030059814
26905,-0.026245117
26906,-0.023498535
26907,-0.021209717
26908,-0.021362305
26909,-0.018768311
26910,-0.014038086
26911,-0.011444092
26912,-0.008850098
26913,-0.003967285
26914,-0.001525879
26915,-0.001678467
26916,0.000457764
26917,0.003356934
26918,0.003051758
26919,0.008239746
26920,0.006408691
26921,0.015258789
26922,0.042419434
26923,0.056915283
26924,0.067138672
26925,0.095367432
26926,0.073547363
26927,0.032043457
26928,0.003814697
26929,-0.00869751
26930,-0.016174316
26931,-0.026092529
26932,-0.033569336
26933,-0.026245117
26934,-0.023803711
26935,-0.018768311
26936,-0.013885498
26937,-0.008850098
26938,-0.026397705
26939,-0.074310303
26940,0.001678467
26941,0.317687988
26942,1.011352539
26943,0.786132813
26944,0.015869141
26945,-0.419006348
26946,-0.430297852
26947,-0.267486572
26948,-0.135955811
26949,-0.08895874
26950,-0.065307617
26951,-0.048370361
26952,-0.037384033
26953,-0.026550293
26954,-0.014190674
26955,-0.003967285
26956,0.008544922
26957,0.017852783
26958,0.027313232
26959,0.036010742
26960,0.045623779
26961,0.054321289
26962,0.06652832
26963,0.08605957
26964,0.106506348
26965,0.131072998
26966,0.155487061
26967,0.169067383
26968,0.171813965
26969,0.166168213
26970,0.146179199
26971,0.096130371
26972,0.021514893
26973,-0.087127686
26974,-0.150909424
26975,-0.194396973
26976,-0.213775635
26977,-0.214538574
26978,-0.20980835
26979,-0.196533203
26980,-0.181732178
26981,-0.160827637
26982,-0.141601563
26983,-0.121459961
26984,-0.10345459
26985,-0.088653564
26986,-0.0730896
26987,-0.062713623
26988,-0.054168701
26989,-0.047912598
26990,-0.043029785
26991,-0.038146973
26992,-0.036010742
26993,-0.036010742
26994,-0.033416748
26995,-0.033569336
26996,-0.030975342
26997,-0.028381348
26998,-0.02532959
26999,-0.021209717
27000,-0.019073486
27001,-0.018463135
27002,-0.016784668
27003,-0.016326904
27004,-0.014190674
27005,-0.011291504
27006,-0.006408691
27007,-0.001678467
27008,-0.000610352
27009,0.000915527
27010,0.003204346
27011,0.003356934
27012,0.00793457
27013,0.012664795
27014,0.011901855
27015,0.010681152
27016,0.010528564
27017,0.010681152
27018,0.012969971
27019,0.013122559
27020,0.015258789
27021,0.015869141
27022,0.020141602
27023,0.020446777
27024,0.020446777
27025,0.022888184
27026,0.053863525
27027,0.059204102
27028,0.071105957
27029,0.093383789
27030,0.053863525
27031,0.014953613
27032,-0.010986328
27033,-0.017242432
27034,-0.028533936
27035,-0.036010742
27036,-0.038146973
27037,-0.032806396
27038,-0.023651123
27039,-0.020141602
27040,-0.018615723
27041,-0.018768311
27042,-0.050811768
27043,-0.086212158
27044,0.023193359
27045,0.433197021
27046,1.111297607
27047,0.610961914
27048,-0.15625
27049,-0.468902588
27050,-0.390319824
27051,-0.212860107
27052,-0.123443604
27053,-0.087738037
27054,-0.064544678
27055,-0.048522949
27056,-0.036010742
27057,-0.025024414
27058,-0.014038086
27059,-0.003814697
27060,0.006561279
27061,0.018005371
27062,0.027770996
27063,0.037231445
27064,0.046691895
27065,0.058746338
27066,0.07598877
27067,0.090789795
27068,0.110168457
27069,0.129852295
27070,0.150604248
27071,0.163116455
27072,0.169525146
27073,0.166931152
27074,0.148773193
27075,0.09979248
27076,0.02456665
27077,-0.060424805
27078,-0.134124756
27079,-0.181121826
27080,-0.209503174
27081,-0.214385986
27082,-0.207519531
27083,-0.193786621
27084,-0.176544189
27085,-0.158538818
27086,-0.138549805
27087,-0.124206543
27088,-0.10848999
27089,-0.090026855
27090,-0.079040527
27091,-0.069122314
27092,-0.063018799
27093,-0.055236816
27094,-0.048217773
27095,-0.042419434
27096,-0.038146973
27097,-0.03326416
27098,-0.03112793
27099,-0.03112793
27100,-0.030975342
27101,-0.026092529
27102,-0.028076172
27103,-0.026245117
27104,-0.021362305
27105,-0.018615723
27106,-0.018920898
27107,-0.01373291
27108,-0.011444092
27109,-0.006866455
27110,-0.006561279
27111,-0.003967285
27112,-0.004119873
27113,-0.003967285
27114,-0.003967285
27115,-0.001525879
27116,0.000762939
27117,0.003051758
27118,0.00579834
27119,0.00793457
27120,0.010681152
27121,0.010681152
27122,0.015716553
27123,0.015716553
27124,0.013122559
27125,0.010528564
27126,0.010528564
27127,0.015716553
27128,0.015258789
27129,0.016784668
27130,0.01663208
27131,0.018005371
27132,0.040283203
27133,0.059509277
27134,0.066833496
27135,0.096740723
27136,0.07598877
27137,0.034332275
27138,0.006103516
27139,-0.009002686
27140,-0.018920898
27141,-0.034179688
27142,-0.035858154
27143,-0.030822754
27144,-0.026092529
27145,-0.018768311
27146,-0.016174316
27147,-0.011444092
27148,-0.028381348
27149,-0.093231201
27150,-0.051879883
27151,0.254669189
27152,0.993499756
27153,0.84274292
27154,0.034942627
27155,-0.422668457
27156,-0.426330566
27157,-0.257263184
27158,-0.134887695
27159,-0.090942383
27160,-0.066680908
27161,-0.050201416
27162,-0.038604736
27163,-0.026092529
27164,-0.016479492
27165,-0.004272461
27166,0.003051758
27167,0.012817383
27168,0.020141602
27169,0.026397705
27170,0.037536621
27171,0.04699707
27172,0.058898926
27173,0.076141357
27174,0.092163086
27175,0.111541748
27176,0.132141113
27177,0.152435303
27178,0.162811279
27179,0.164489746
27180,0.151062012
27181,0.110015869
27182,0.043334961
27183,-0.041656494
27184,-0.117340088
27185,-0.171051025
27186,-0.200653076
27187,-0.211791992
27188,-0.209655762
27189,-0.195007324
27190,-0.180358887
27191,-0.162200928
27192,-0.142211914
27193,-0.125427246
27194,-0.10848999
27195,-0.094146729
27196,-0.081481934
27197,-0.072631836
27198,-0.065307617
27199,-0.057830811
27200,-0.050201416
27201,-0.042724609
27202,-0.037384033
27203,-0.03616333
27204,-0.030975342
27205,-0.026397705
27206,-0.025787354
27207,-0.023498535
27208,-0.023345947
27209,-0.024871826
27210,-0.017700195
27211,-0.014038086
27212,-0.01159668
27213,-0.011138916
27214,-0.00869751
27215,-0.008544922
27216,-0.00869751
27217,-0.006561279
27218,-0.006256104
27219,-0.009155273
27220,-0.001831055
27221,0.000915527
27222,0.000915527
27223,0.001220703
27224,0.005950928
27225,0.003356934
27226,0.005645752
27227,0.008087158
27228,0.010375977
27229,0.010681152
27230,0.010681152
27231,0.013122559
27232,0.012969971
27233,0.012969971
27234,0.010681152
27235,0.008087158
27236,0.012664795
27237,0.020294189
27238,0.042114258
27239,0.047302246
27240,0.077056885
27241,0.068511963
27242,0.027313232
27243,-0.001678467
27244,-0.009002686
27245,-0.013275146
27246,-0.023651123
27247,-0.028381348
27248,-0.023651123
27249,-0.023803711
27250,-0.021362305
27251,-0.018768311
27252,-0.013885498
27253,-0.032806396
27254,-0.087127686
27255,-0.040893555
27256,0.241699219
27257,0.961761475
27258,0.790710449
27259,0.117645264
27260,-0.340576172
27261,-0.445861816
27262,-0.316772461
27263,-0.16418457
27264,-0.096435547
27265,-0.067596436
27266,-0.050506592
27267,-0.035858154
27268,-0.025634766
27269,-0.017700195
27270,-0.008850098
27271,0.003204346
27272,0.011749268
27273,0.015716553
27274,0.020446777
27275,0.02746582
27276,0.038604736
27277,0.052032471
27278,0.064849854
27279,0.078582764
27280,0.099334717
27281,0.117492676
27282,0.132293701
27283,0.144500732
27284,0.149841309
27285,0.140075684
27286,0.110168457
27287,0.054016113
27288,-0.018005371
27289,-0.090179443
27290,-0.134735107
27291,-0.161437988
27292,-0.170593262
27293,-0.165557861
27294,-0.15838623
27295,-0.145111084
27296,-0.130462646
27297,-0.116882324
27298,-0.102081299
27299,-0.084838867
27300,-0.075378418
27301,-0.067443848
27302,-0.059356689
27303,-0.050506592
27304,-0.045623779
27305,-0.043029785
27306,-0.038299561
27307,-0.038604736
27308,-0.033569336
27309,-0.03326416
27310,-0.03326416
27311,-0.02822876
27312,-0.025939941
27313,-0.023651123
27314,-0.020904541
27315,-0.019989014
27316,-0.014038086
27317,-0.008850098
27318,-0.009002686
27319,-0.009155273
27320,-0.004272461
27321,-0.009002686
27322,-0.006713867
27323,-0.004425049
27324,0.000762939
27325,0.001068115
27326,-0.001831055
27327,0.00579834
27328,0.013885498
27329,0.035247803
27330,0.037384033
27331,0.06729126
27332,0.065917969
27333,0.029296875
27334,-0.002288818
27335,-0.013885498
27336,-0.013580322
27337,-0.020904541
27338,-0.025939941
27339,-0.025939941
27340,-0.021209717
27341,-0.01663208
27342,-0.007324219
27343,-0.004272461
27344,-0.009613037
27345,-0.06729126
27346,-0.042724609
27347,0.132598877
27348,0.69229126
27349,0.918731689
27350,0.361785889
27351,-0.146942139
27352,-0.411224365
27353,-0.368347168
27354,-0.212402344
27355,-0.115814209
27356,-0.081176758
27357,-0.054016113
27358,-0.040740967
27359,-0.028381348
27360,-0.019378662
27361,-0.009002686
27362,-0.00289917
27363,0.005187988
27364,0.00793457
27365,0.015563965
27366,0.020446777
27367,0.027923584
27368,0.035095215
27369,0.050506592
27370,0.067443848
27371,0.08102417
27372,0.099639893
27373,0.111083984
27374,0.121459961
27375,0.121765137
27376,0.118103027
27377,0.098724365
27378,0.051879883
27379,-0.01083374
27380,-0.0730896
27381,-0.121154785
27382,-0.144348145
27383,-0.155487061
27384,-0.155639648
27385,-0.149688721
27386,-0.137481689
27387,-0.123748779
27388,-0.108947754
27389,-0.092163086
27390,-0.077514648
27391,-0.067596436
27392,-0.057830811
27393,-0.052947998
27394,-0.050201416
27395,-0.044555664
27396,-0.038604736
27397,-0.04119873
27398,-0.038299561
27399,-0.030975342
27400,-0.028839111
27401,-0.023498535
27402,-0.02822876
27403,-0.025787354
27404,-0.023345947
27405,-0.021057129
27406,-0.013885498
27407,-0.00869751
27408,-0.008850098
27409,-0.006256104
27410,-0.003967285
27411,0.009002686
27412,0.032196045
27413,0.038452148
27414,0.065307617
27415,0.084075928
27416,0.046386719
27417,0.004882813
27418,-0.01739502
27419,-0.018615723
27420,-0.027770996
27421,-0.043182373
27422,-0.036010742
27423,-0.030975342
27424,-0.023956299
27425,-0.016174316
27426,-0.016479492
27427,-0.01373291
27428,-0.048217773
27429,-0.060424805
27430,0.036621094
27431,0.380859375
27432,0.998535156
27433,0.615692139
27434,0.030212402
27435,-0.361785889
27436,-0.408630371
27437,-0.269317627
27438,-0.13961792
27439,-0.084228516
27440,-0.059356689
27441,-0.044555664
27442,-0.030822754
27443,-0.020294189
27444,-0.007019043
27445,-0.001678467
27446,0.010528564
27447,0.018005371
27448,0.022735596
27449,0.032653809
27450,0.039825439
27451,0.049133301
27452,0.064086914
27453,0.078582764
27454,0.096893311
27455,0.113067627
27456,0.132141113
27457,0.139923096
27458,0.142364502
27459,0.140075684
27460,0.119171143
27461,0.070800781
27462,0.001678467
27463,-0.070800781
27464,-0.124664307
27465,-0.160217285
27466,-0.175323486
27467,-0.175476074
27468,-0.167236328
27469,-0.151062012
27470,-0.13168335
27471,-0.116577148
27472,-0.101776123
27473,-0.087432861
27474,-0.077362061
27475,-0.07019043
27476,-0.060577393
27477,-0.055236816
27478,-0.048065186
27479,-0.045928955
27480,-0.042419434
27481,-0.038146973
27482,-0.036010742
27483,-0.033874512
27484,-0.033416748
27485,-0.03112793
27486,-0.029907227
27487,-0.025939941
27488,-0.025787354
27489,-0.023803711
27490,-0.016937256
27491,-0.011291504
27492,-0.008850098
27493,-0.009002686
27494,-0.00869751
27495,-0.004119873
27496,0.000762939
27497,0.000915527
27498,0.003204346
27499,0.005645752
27500,0.021514893
27501,0.044708252
27502,0.051574707
27503,0.082244873
27504,0.090026855
27505,0.046539307
27506,0.012359619
27507,-0.009002686
27508,-0.013122559
27509,-0.023651123
27510,-0.030822754
27511,-0.03112793
27512,-0.024261475
27513,-0.021362305
27514,-0.016326904
27515,-0.011444092
27516,-0.013885498
27517,-0.055847168
27518,-0.059204102
27519,0.090637207
27520,0.576171875
27521,1.070404053
27522,0.448303223
27523,-0.17578125
27524,-0.439605713
27525,-0.37109375
27526,-0.205230713
27527,-0.113220215
27528,-0.076751709
27529,-0.053253174
27530,-0.038146973
27531,-0.026245117
27532,-0.012817383
27533,0.001983643
27534,0.013275146
27535,0.021514893
27536,0.029907227
27537,0.037384033
27538,0.043334961
27539,0.053863525
27540,0.066680908
27541,0.081176758
27542,0.097045898
27543,0.116424561
27544,0.137329102
27545,0.154571533
27546,0.163116455
27547,0.163116455
27548,0.151367188
27549,0.11505127
27550,0.050201416
27551,-0.030822754
27552,-0.10848999
27553,-0.164031982
27554,-0.191802979
27555,-0.206604004
27556,-0.204467773
27557,-0.192260742
27558,-0.178070068
27559,-0.160980225
27560,-0.141296387
27561,-0.124206543
27562,-0.110931396
27563,-0.090026855
27564,-0.077667236
27565,-0.065765381
27566,-0.057067871
27567,-0.047149658
27568,-0.041046143
27569,-0.036010742
27570,-0.029144287
27571,-0.030975342
27572,-0.025787354
27573,-0.028381348
27574,-0.028533936
27575,-0.026092529
27576,-0.026245117
27577,-0.026092529
27578,-0.023651123
27579,-0.021057129
27580,-0.019073486
27581,-0.016021729
27582,-0.012817383
27583,-0.010070801
27584,-0.008850098
27585,-0.004425049
27586,-0.001373291
27587,-0.001983643
27588,0.000762939
27589,0.003204346
27590,0.008239746
27591,0.010681152
27592,0.01083374
27593,0.010681152
27594,0.010681152
27595,0.01083374
27596,0.007781982
27597,0.01083374
27598,0.010681152
27599,0.010681152
27600,0.012969971
27601,0.017852783
27602,0.046844482
27603,0.054473877
27604,0.071258545
27605,0.088653564
27606,0.048675537
27607,0.009613037
27608,-0.01373291
27609,-0.017089844
27610,-0.023956299
27611,-0.033416748
27612,-0.034942627
27613,-0.03112793
27614,-0.028381348
27615,-0.023803711
27616,-0.021362305
27617,-0.02243042
27618,-0.055847168
27619,-0.081481934
27620,0.039215088
27621,0.450592041
27622,1.101989746
27623,0.57800293
27624,-0.158081055
27625,-0.456848145
27626,-0.383453369
27627,-0.209960938
27628,-0.113372803
27629,-0.08026123
27630,-0.060424805
27631,-0.045623779
27632,-0.035858154
27633,-0.026245117
27634,-0.016174316
27635,-0.004119873
27636,0.008239746
27637,0.015106201
27638,0.026550293
27639,0.037536621
27640,0.045318604
27641,0.058898926
27642,0.073852539
27643,0.088348389
27644,0.109100342
27645,0.132598877
27646,0.152130127
27647,0.164642334
27648,0.169067383
27649,0.162200928
27650,0.139160156
27651,0.079193115
27652,-0.001831055
27653,-0.080413818
27654,-0.146179199
27655,-0.191040039
27656,-0.21194458
27657,-0.219116211
27658,-0.21194458
27659,-0.198364258
27660,-0.180358887
27661,-0.160980225
27662,-0.141143799
27663,-0.121917725
