Time(s),Amplitude(mV)
18.559,-0.114135742
18.56,-0.11427123
18.561,-0.113830566
18.562,-0.114271229
18.563,-0.111299694
18.564,-0.099910866
18.565,-0.097368175
18.566,-0.096773601
18.567,-0.094892566
18.568,-0.092569545
18.569,-0.091738198
18.57,-0.089738782
18.571,-0.087890625
18.572,-0.086736999
18.573,-0.084838867
18.574,-0.084991455
18.575,-0.084448178
18.576,-0.082380358
18.577,-0.081819977
18.578,-0.080091539
18.579,-0.07982057
18.58,-0.077972412
18.581,-0.076971367
18.582,-0.075090346
18.583,-0.074529959
18.584,-0.07256342
18.585,-0.071970172
18.586,-0.070343018
18.587,-0.070207534
18.588,-0.069664248
18.589,-0.067766128
18.59,-0.067901611
18.591,-0.066917664
18.592,-0.065460205
18.593,-0.065324722
18.594,-0.063306869
18.595,-0.062730729
18.596,-0.062204542
18.597,-0.060441911
18.598,-0.060407699
18.599,-0.060272217
18.6,-0.058559537
18.601,-0.058101774
18.602,-0.057338834
18.603,-0.055389404
18.604,-0.05527103
18.605,-0.054863213
18.606,-0.053117693
18.607,-0.052947998
18.608,-0.051235316
18.609,-0.050506592
18.61,-0.050115878
18.611,-0.048370361
18.612,-0.048217773
18.613,-0.046064435
18.614,-0.045505408
18.615,-0.043911096
18.616,-0.043046894
18.617,-0.041317101
18.618,-0.040622597
18.619,-0.039011173
18.62,-0.038129864
18.621,-0.038350888
18.622,-0.036603984
18.623,-0.035976523
18.624,-0.035722676
18.625,-0.034280946
18.626,-0.033416748
18.627,-0.033416748
18.628,-0.031940795
18.629,-0.031110819
18.63,-0.029245543
18.631,-0.028551046
18.632,-0.026584515
18.633,-0.02610964
18.634,-0.024481095
18.635,-0.023752377
18.636,-0.02207391
18.637,-0.021328082
18.638,-0.019208963
18.639,-0.01851447
18.64,-0.018497359
18.641,-0.017021395
18.642,-0.015819226
18.643,-0.016496605
18.644,-0.016309792
18.645,-0.016428154
18.646,-0.016462379
18.647,-0.015919051
18.648,-0.013902611
18.649,-0.013614549
18.65,-0.014156447
18.651,-0.01373291
18.652,-0.012121463
18.653,-0.011749268
18.654,-0.01118882
18.655,-0.009239405
18.656,-0.008850098
18.657,-0.007255761
18.658,-0.006017943
18.659,-0.004001515
18.66,-0.002254589
18.661,-0.001118013
18.662,0.000509109
18.663,0.002746582
18.664,0.003747687
18.665,0.005527395
18.666,0.00551028
18.667,0.00725721
18.668,0.008205514
18.669,0.008358102
18.67,0.008070042
18.671,0.008205513
18.672,0.008443684
18.673,0.010664036
18.674,0.010393093
18.675,0.01241097
18.676,0.013275146
18.677,0.014682672
18.678,0.016090198
18.679,0.01773443
18.68,0.019735191
18.681,0.020294189
18.682,0.022583008
18.683,0.022836829
18.684,0.02354989
18.685,0.024923182
18.686,0.027059412
18.687,0.027601289
18.688,0.02950082
18.689,0.030042695
18.69,0.029924346
18.691,0.030059814
18.692,0.030212402
18.693,0.030076934
18.694,0.030161043
18.695,0.038012996
18.696,0.041843322
18.697,0.043725738
18.698,0.045217377
18.699,0.04723526
18.7,0.049539703
18.701,0.051557586
18.702,0.053457124
18.703,0.054847537
18.704,0.056491762
18.705,0.058492526
18.706,0.059646249
18.707,0.061900825
18.708,0.063934326
18.709,0.065681281
18.71,0.068241031
18.711,0.069377635
18.712,0.071819043
18.713,0.074090739
18.714,0.076242577
18.715,0.076684735
18.716,0.079126142
18.717,0.081159635
18.718,0.082771129
18.719,0.084449597
18.72,0.085889859
18.721,0.086585828
18.722,0.088247172
18.723,0.088500977
18.724,0.090654331
18.725,0.091094971
18.726,0.092841935
18.727,0.093112862
18.728,0.095147879
18.729,0.095960658
18.73,0.095706857
18.731,0.0976905
18.732,0.098182514
18.733,0.098114014
18.734,0.098962581
18.735,0.100606797
18.736,0.10055542
18.737,0.10084347
18.738,0.10055542
18.739,0.100978931
18.74,0.100877722
18.741,0.100894849
18.742,0.100572547
18.743,0.100725135
18.744,0.10097893
18.745,0.100572547
18.746,0.100725135
18.747,0.098961032
18.748,0.097469407
18.749,0.095281793
18.75,0.093111307
18.751,0.090669899
18.752,0.08811016
18.753,0.085516166
18.754,0.081922569
18.755,0.079175987
18.756,0.076326633
18.757,0.073597178
18.758,0.06966415
18.759,0.066578134
18.76,0.063678963
18.761,0.059084196
18.762,0.056236414
18.763,0.052013762
18.764,0.047826949
18.765,0.044351686
18.766,0.039875247
18.767,0.035517134
18.768,0.030227947
18.769,0.025226807
18.77,0.020614908
18.771,0.017597411
18.772,0.01315523
18.773,0.008560461
18.774,0.003288409
18.775,-0.001222298
18.776,-0.00651148
18.777,-0.011394294
18.778,-0.01561536
18.779,-0.018735646
18.78,-0.023431608
18.781,-0.027856657
18.782,-0.03094268
18.783,-0.035537451
18.784,-0.040182013
18.785,-0.042878805
18.786,-0.048015395
18.787,-0.052236458
18.788,-0.055373882
18.789,-0.058086199
18.79,-0.06230726
18.791,-0.064731533
18.792,-0.067445464
18.793,-0.070886451
18.794,-0.072750156
18.795,-0.074531428
18.796,-0.076667659
18.797,-0.077514648
18.798,-0.07921025
18.799,-0.07993892
18.8,-0.081668791
18.801,-0.082363191
18.802,-0.084262786
18.803,-0.084550827
18.804,-0.08682251
18.805,-0.087144821
18.806,-0.089281052
18.807,-0.089874268
18.808,-0.091722458
18.809,-0.092451125
18.81,-0.092298537
18.811,-0.09233281
18.812,-0.092044771
18.813,-0.092163086
18.814,-0.092433988
18.815,-0.092111675
18.816,-0.092451124
18.817,-0.092163086
18.818,-0.092128811
18.819,-0.092433986
18.82,-0.092027636
18.821,-0.091773874
18.822,-0.092298536
18.823,-0.092145948
18.824,-0.092281397
18.825,-0.090280616
18.826,-0.089433643
18.827,-0.089450782
18.828,-0.089042772
18.829,-0.087398583
18.83,-0.086906541
18.831,-0.084686279
18.832,-0.082956394
18.833,-0.082262013
18.834,-0.080413818
18.835,-0.079803467
18.836,-0.079683486
18.837,-0.077362061
18.838,-0.077242078
18.839,-0.075038961
18.84,-0.074394328
18.841,-0.072631836
18.842,-0.072359261
18.843,-0.070343018
18.844,-0.069511513
18.845,-0.067749023
18.846,-0.067867328
18.847,-0.065731097
18.848,-0.065324759
18.849,-0.065324759
18.85,-0.065172171
18.851,-0.063425136
18.852,-0.062713623
18.853,-0.062475322
18.854,-0.060171057
18.855,-0.060171057
18.856,-0.058424019
18.857,-0.058000542
18.858,-0.057710808
18.859,-0.055440835
18.86,-0.055288247
18.861,-0.053659506
18.862,-0.053218886
18.863,-0.052982286
18.864,-0.051353543
18.865,-0.050252849
18.866,-0.050523736
18.867,-0.050523736
18.868,-0.050693469
18.869,-0.050642035
18.87,-0.050540882
18.871,-0.050506592
18.872,-0.050388294
18.873,-0.050642034
18.874,-0.050777476
18.875,-0.050336858
18.876,-0.05037115
18.877,-0.050388296
18.878,-0.048658391
18.879,-0.047811449
18.88,-0.047674278
18.881,-0.045759221
18.882,-0.045640926
18.883,-0.045097428
18.884,-0.043605843
18.885,-0.043504696
18.886,-0.043369256
18.887,-0.043352108
18.888,-0.04306408
18.889,-0.043334961
18.89,-0.042656018
18.891,-0.040605527
18.892,-0.04070667
18.893,-0.040740967
18.894,-0.040588379
18.895,-0.040910703
18.896,-0.039281932
18.897,-0.038316709
18.898,-0.038434999
18.899,-0.038162367
18.9,-0.035858154
18.901,-0.035587277
18.902,-0.035841005
18.903,-0.035570128
18.904,-0.034128238
18.905,-0.033433898
18.906,-0.033163023
18.907,-0.033485349
18.908,-0.033416748
18.909,-0.033433899
18.91,-0.033704773
18.911,-0.033552185
18.912,-0.033027588
18.913,-0.033416748
18.914,-0.033687621
18.915,-0.0319577
18.916,-0.031110778
18.917,-0.030992494
18.918,-0.031110778
18.919,-0.03095819
18.92,-0.031093625
18.921,-0.030857059
18.922,-0.030857059
18.923,-0.030975342
18.924,-0.030857059
18.925,-0.030941036
18.926,-0.031093624
18.927,-0.030958189
18.928,-0.030431812
18.929,-0.02866937
18.93,-0.028533936
18.931,-0.028856265
18.932,-0.026786853
18.933,-0.026109683
18.934,-0.026058221
18.935,-0.025939941
18.936,-0.026092529
18.937,-0.025922787
18.938,-0.026618912
18.939,-0.028415657
18.94,-0.028568246
18.941,-0.028804801
18.942,-0.028686523
18.943,-0.028551091
18.944,-0.02851678
18.945,-0.028669368
18.946,-0.026685725
18.947,-0.026075373
18.948,-0.026058217
18.949,-0.02627943
18.95,-0.026092529
18.951,-0.024345436
18.952,-0.023973456
18.953,-0.02375224
18.954,-0.023651123
18.955,-0.023803711
18.956,-0.023550007
18.957,-0.024211832
18.958,-0.025821669
18.959,-0.025957099
18.96,-0.025957099
18.961,-0.026227959
18.962,-0.0259571
18.963,-0.026075371
18.964,-0.027126328
18.965,-0.0259571
18.966,-0.026245117
18.967,-0.026109688
18.968,-0.026109688
18.969,-0.026227958
18.97,-0.026126848
18.971,-0.026109689
18.972,-0.026109689
18.973,-0.025974261
18.974,-0.025957101
18.975,-0.026245117
18.976,-0.02585414
18.977,-0.023921978
18.978,-0.02376939
18.979,-0.02378655
18.98,-0.023633962
18.981,-0.023668284
18.982,-0.023921977
18.983,-0.023260141
18.984,-0.021226878
18.985,-0.021362305
18.986,-0.021091452
18.987,-0.021362305
18.988,-0.021039967
18.989,-0.021362305
18.99,-0.021345142
18.991,-0.02149773
18.992,-0.021362305
18.993,-0.021226879
18.994,-0.02122688
18.995,-0.021244043
18.996,-0.020938867
18.997,-0.021209717
18.998,-0.021480566
18.999,-0.020956032
19,-0.019107814
19.001,-0.018903735
19.002,-0.019039158
19.003,-0.018224726
19.004,-0.016208645
19.005,-0.01630974
19.006,-0.016462328
19.007,-0.016614915
19.008,-0.015783317
19.009,-0.013919828
19.01,-0.013885498
19.011,-0.013631818
19.012,-0.014020921
19.013,-0.013885498
19.014,-0.013919829
19.015,-0.011867524
19.016,-0.011461258
19.017,-0.012123108
19.018,-0.01373291
19.019,-0.013767243
19.02,-0.013868332
19.021,-0.013750077
19.022,-0.015615465
19.023,-0.016326904
19.024,-0.016309737
19.025,-0.016208651
19.026,-0.016309737
19.027,-0.016326904
19.028,-0.016326904
19.029,-0.016326904
19.03,-0.016750332
19.031,-0.016225821
19.032,-0.015800468
19.033,-0.014020918
19.034,-0.014139168
19.035,-0.012020106
19.036,-0.011308673
19.037,-0.011018733
19.038,-0.008850098
19.039,-0.009155273
19.04,-0.008867267
19.041,-0.008594493
19.042,-0.006662358
19.043,-0.006307613
19.044,-0.006561279
19.045,-0.006578449
19.046,-0.006561279
19.047,-0.006561279
19.048,-0.006544109
19.049,-0.006290445
19.05,-0.00657845
19.051,-0.006696696
19.052,-0.006696696
19.053,-0.006408691
19.054,-0.006713867
19.055,-0.006561279
19.056,-0.006425863
19.057,-0.006713867
19.058,-0.00844385
19.059,-0.009019858
19.06,-0.008985513
19.061,-0.009120929
19.062,-0.008832925
19.063,-0.00886727
19.064,-0.009019858
19.065,-0.008867271
19.066,-0.008867271
19.067,-0.009273515
19.068,-0.008968339
19.069,-0.009155273
19.07,-0.009037033
19.071,-0.007255523
19.072,-0.006578453
19.073,-0.006544105
19.074,-0.006391517
19.075,-0.006696693
19.076,-0.006544105
19.077,-0.006967519
19.078,-0.004543287
19.079,-0.00398446
19.08,-0.004238111
19.081,-0.004119873
19.082,-0.004255286
19.083,-0.003967285
19.084,-0.003849049
19.085,-0.003578225
19.086,-0.003576229
19.087,-0.001796702
19.088,-0.001661291
19.089,-0.00142482
19.09,-0.001796702
19.091,-0.001813878
19.092,-0.001508702
19.093,-0.001543056
19.094,-0.001270228
19.095,0.000881173
19.096,0.000762939
19.097,0.001577412
19.098,0.003339756
19.099,0.003339756
19.1,0.003086114
19.101,0.003204346
19.102,0.005086935
19.103,0.005493164
19.104,0.005781161
19.105,0.007545522
19.106,0.008375155
19.107,0.008121516
19.108,0.00793457
19.109,0.007816341
19.11,0.008104338
19.111,0.008104338
19.112,0.008087158
19.113,0.006357152
19.114,0.0058327
19.115,0.00578116
19.116,0.00579834
19.117,0.003644929
19.118,0.003440799
19.119,0.003068939
19.12,0.003356934
19.121,0.003238708
19.122,0.003187165
19.123,0.003068939
19.124,0.003356934
19.125,0.003051758
19.126,0.003221527
19.127,0.003221528
19.128,0.002933534
19.129,0.003322569
19.13,0.003204346
19.131,0.003984468
19.132,0.005527529
19.133,0.005628569
19.134,0.005645752
19.135,0.005781157
19.136,0.005628569
19.137,0.005374943
19.138,0.005544714
19.139,0.005697303
19.14,0.005645752
19.141,0.005662936
19.142,0.005899376
19.143,0.005781156
19.144,0.005628568
19.145,0.005933743
19.146,0.005645752
19.147,0.005781155
19.148,0.00576397
19.149,0.003898545
19.15,0.003068943
19.151,0.003068943
19.152,0.003034572
19.153,0.003457965
19.154,0.003339748
19.155,0.003238718
19.156,0.003204346
19.157,0.003204346
19.158,0.003221532
19.159,0.003492335
19.16,0.003204346
19.161,0.003187159
19.162,0.003475148
19.163,0.003086132
19.164,0.003339746
19.165,0.003492334
19.166,0.003475147
19.167,0.003068945
19.168,0.00303457
19.169,0.003221534
19.17,0.003187158
19.171,0.003187158
19.172,0.002798147
19.173,0.003051758
19.174,0.003103324
19.175,0.003339745
19.176,0.003322556
19.177,0.003322555
19.178,0.003204346
19.179,0.003475143
19.18,0.003221535
19.181,0.005222368
19.182,0.00576396
19.183,0.005645752
19.184,0.005544734
19.185,0.006189467
19.186,0.00791738
19.187,0.008069968
19.188,0.008104349
19.189,0.009969785
19.19,0.010292152
19.191,0.01064677
19.192,0.010511373
19.193,0.012428385
19.194,0.01313975
19.195,0.012886149
19.196,0.012935587
19.197,0.011375324
19.198,0.010393169
19.199,0.010410361
19.2,0.01066396
19.201,0.01066396
19.202,0.010681152
19.203,0.010528564
19.204,0.010816547
19.205,0.010545758
19.206,0.010528564
19.207,0.010511371
19.208,0.008663123
19.209,0.007867951
19.21,0.007917377
19.211,0.008205358
19.212,0.008222552
19.213,0.007968959
19.214,0.008087158
19.215,0.008357945
19.216,0.008239746
19.217,0.008205357
19.218,0.008052768
19.219,0.007951765
19.22,0.008239746
19.221,0.008239746
19.222,0.007373634
19.223,0.00579834
19.224,0.00579834
19.225,0.005781144
19.226,0.005933732
19.227,0.005561949
19.228,0.006155105
19.229,0.007816375
19.23,0.008104355
19.231,0.007680985
19.232,0.007816376
19.233,0.008222549
19.234,0.007781982
19.235,0.006221709
19.236,0.005781142
19.237,0.005510362
19.238,0.005781142
19.239,0.00566295
19.24,0.00566295
19.241,0.006241102
19.242,0.007951769
19.243,0.007968967
19.244,0.008104357
19.245,0.007833579
19.246,0.008239746
19.247,0.007799182
19.248,0.008205348
19.249,0.008222547
19.25,0.006221704
19.251,0.005527563
19.252,0.005493164
19.253,0.005407164
19.254,0.003644909
19.255,0.003068958
19.256,0.003187145
19.257,0.002389805
19.258,0.0011519
19.259,0.000898327
19.26,0.000644753
19.261,-0.000967131
19.262,-0.00154308
19.263,-0.00154308
19.264,-0.002205037
19.265,-0.003984487
19.266,-0.004001689
19.267,-0.003984487
19.268,-0.004102671
19.269,-0.004036094
19.27,-0.003950083
19.271,-0.00400169
19.272,-0.003558893
19.273,-0.001543082
19.274,-0.001543082
19.275,-0.00169567
19.276,-0.001966439
19.277,-0.001661263
19.278,0.000305176
19.279,0.000644759
19.28,0.000661963
19.281,0.000762939
19.282,0.000711327
19.283,0.000780144
19.284,0.000762939
19.285,-0.000967141
19.286,-0.001831055
19.287,-0.002222255
19.288,-0.003849107
19.289,-0.004137078
19.29,-0.004356228
19.291,-0.003984491
19.292,-0.004272461
19.293,-0.003730932
19.294,-0.002237201
19.295,-0.001678467
19.296,0.000187
19.297,0.002510231
19.298,0.005239608
19.299,0.008190398
19.3,0.011207743
19.301,0.014852646
19.302,0.017837851
19.303,0.020837989
19.304,0.023008635
19.305,0.025211417
19.306,0.027025264
19.307,0.027770996
19.308,0.027854753
19.309,0.029483879
19.31,0.030077023
19.311,0.030195194
19.312,0.030094231
19.313,0.029516008
19.314,0.027753787
19.315,0.027227188
19.316,0.025600348
19.317,0.024667611
19.318,0.023040771
19.319,0.022870974
19.32,0.020887331
19.321,0.020446777
19.322,0.020021133
19.323,0.018276127
19.324,0.017717405
19.325,0.017869993
19.326,0.016004518
19.327,0.015411377
19.328,0.013664067
19.329,0.012578741
19.33,0.010663941
19.331,0.008562133
19.332,0.007644292
19.333,0.006187258
19.334,0.00349231
19.335,0.003034546
19.336,0.001626831
19.337,0.000762939
19.338,-0.000984376
19.339,-0.001644042
19.34,-0.001813842
19.341,-0.002205081
19.342,-0.004119873
19.343,-0.004119873
19.344,-0.005950928
19.345,-0.006578492
19.346,-0.008426761
19.347,-0.009002686
19.348,-0.00913806
19.349,-0.010732794
19.35,-0.01159668
19.351,-0.01127429
19.352,-0.011291504
19.353,-0.011138916
19.354,-0.011562251
19.355,-0.009713981
19.356,-0.008731939
19.357,-0.009002686
19.358,-0.006984613
19.359,-0.006578494
19.36,-0.005899282
19.361,-0.004119873
19.362,-0.003866344
19.363,-0.002355328
19.364,-0.001661251
19.365,-0.001560311
19.366,-0.001560311
19.367,-0.001796622
19.368,-0.001813838
19.369,-0.001678467
19.37,-0.001813838
19.371,-0.001914775
19.372,-0.001508662
19.373,-0.001407725
19.374,-0.001695684
19.375,-0.001695684
19.376,-0.001543097
19.377,-0.001540725
19.378,0.000610352
19.379,0.001169049
19.38,0.000797376
19.381,0.000745721
19.382,0.00101646
19.383,0.002510281
19.384,0.003492303
19.385,0.003238784
19.386,0.003068977
19.387,0.003204346
19.388,0.003152688
19.389,0.003322495
19.39,0.00294844
19.391,0.001068115
19.392,0.000797379
19.393,0.001134603
19.394,0.000898307
19.395,0.000762939
19.396,0.000915527
19.397,0.000593131
19.398,0.000762939
19.399,0.00078016
19.4,0.000915527
19.401,0.000627573
19.402,0.000610352
19.403,0.000898306
19.404,0.000863862
19.405,0.002340484
19.406,0.003221568
19.407,0.003204346
19.408,0.003204346
19.409,0.003051758
19.41,0.003221568
19.411,0.003187123
19.412,0.001050892
19.413,0.000881081
19.414,-0.000849055
19.415,-0.002069759
19.416,-0.004358578
19.417,-0.006799985
19.418,-0.011141341
19.419,-0.016280085
19.42,-0.023875034
19.421,-0.033047534
19.422,-0.043391494
19.423,-0.057633844
19.424,-0.072267493
19.425,-0.089628068
19.426,-0.106683466
19.427,-0.125247518
19.428,-0.14047186
19.429,-0.154423824
19.43,-0.165257566
19.431,-0.172308621
19.432,-0.175458849
19.433,-0.175050318
19.434,-0.170590816
19.435,-0.163569325
19.436,-0.151411522
19.437,-0.136236412
19.438,-0.117399191
19.439,-0.095032769
19.44,-0.068635057
19.441,-0.039082226
19.442,-0.006817266
19.443,0.028991672
19.444,0.06785237
19.445,0.111408838
19.446,0.157458397
19.447,0.206830436
19.448,0.257455172
19.449,0.307233292
19.45,0.357383036
19.451,0.405056915
19.452,0.452748022
19.453,0.497151108
19.454,0.541554195
19.455,0.58534693
19.456,0.629188878
19.457,0.670695269
19.458,0.714062223
19.459,0.756124802
19.46,0.795492487
19.461,0.834385179
19.462,0.872057167
19.463,0.907861157
19.464,0.937495191
19.465,0.959785289
19.466,0.971783071
19.467,0.970862568
19.468,0.95563077
19.469,0.9273281
19.47,0.886953749
19.471,0.838361863
19.472,0.782647544
19.473,0.72369691
19.474,0.660879883
19.475,0.597455001
19.476,0.535775014
19.477,0.473418248
19.478,0.414115744
19.479,0.358216866
19.48,0.304473955
19.481,0.252916468
19.482,0.203241735
19.483,0.154295477
19.484,0.107537149
19.485,0.06372718
19.486,0.022073188
19.487,-0.016972087
19.488,-0.054065672
19.489,-0.087548847
19.49,-0.117608669
19.491,-0.144902155
19.492,-0.167349816
19.493,-0.187267376
19.494,-0.20398311
19.495,-0.218087614
19.496,-0.228394654
19.497,-0.238157754
19.498,-0.243769037
19.499,-0.248263028
19.5,-0.251159668
19.501,-0.250581255
19.502,-0.248292436
19.503,-0.245767384
19.504,-0.241425979
19.505,-0.23679917
19.506,-0.233983643
19.507,-0.229489648
19.508,-0.224318895
19.509,-0.221454197
19.51,-0.216876559
19.511,-0.214011863
19.512,-0.211654095
19.513,-0.209094574
19.514,-0.207093694
19.515,-0.204654836
19.516,-0.203160882
19.517,-0.201669478
19.518,-0.199991011
19.519,-0.199210833
19.52,-0.197549604
19.521,-0.196752187
19.522,-0.194990086
19.523,-0.194566799
19.524,-0.193141792
19.525,-0.192277981
19.526,-0.191751261
19.527,-0.189853815
19.528,-0.189735706
19.529,-0.18810639
19.53,-0.18737793
19.531,-0.185817571
19.532,-0.185241699
19.533,-0.183494272
19.534,-0.180664063
19.535,-0.179645093
19.536,-0.177934721
19.537,-0.176017463
19.538,-0.173676921
19.539,-0.170863955
19.54,-0.170032051
19.541,-0.167590644
19.542,-0.165557861
19.543,-0.163945775
19.544,-0.162572483
19.545,-0.160758669
19.546,-0.158792268
19.547,-0.15779053
19.548,-0.155944824
19.549,-0.1540448
19.55,-0.152959441
19.551,-0.150791321
19.552,-0.149331816
19.553,-0.147653349
19.554,-0.146161956
19.555,-0.143991239
19.556,-0.143023981
19.557,-0.140464473
19.558,-0.138549805
19.559,-0.136531674
19.56,-0.134242856
19.561,-0.132987664
19.562,-0.130716089
19.563,-0.129072111
19.564,-0.126766048
19.565,-0.126103962
19.566,-0.124324641
19.567,-0.123647926
19.568,-0.122053067
19.569,-0.121578058
19.57,-0.121068558
19.571,-0.119306485
19.572,-0.1190358
19.573,-0.117034912
19.574,-0.116185743
19.575,-0.11428833
19.576,-0.113727089
19.577,-0.111659843
19.578,-0.109794295
19.579,-0.108726179
19.58,-0.107234793
19.581,-0.105081316
19.582,-0.103843365
19.583,-0.10235198
19.584,-0.100198502
19.585,-0.099504552
19.586,-0.097621754
19.587,-0.097063146
19.588,-0.097181238
19.589,-0.097045898
19.59,-0.095315687
19.591,-0.094621741
19.592,-0.094739831
19.593,-0.093026867
19.594,-0.092180335
19.595,-0.090314782
19.596,-0.08972168
19.597,-0.088126803
19.598,-0.087280273
19.599,-0.086753511
19.6,-0.084821617
19.601,-0.084585441
19.602,-0.084821617
19.603,-0.082938812
19.604,-0.082397461
19.605,-0.082414711
19.606,-0.082650885
19.607,-0.081769859
19.608,-0.08024398
19.609,-0.080108643
19.61,-0.078090498
19.611,-0.077514648
19.612,-0.075649091
19.613,-0.075343915
19.614,-0.073190432
19.615,-0.072649088
19.616,-0.072087812
19.617,-0.070478353
19.618,-0.070308513
19.619,-0.068071452
19.62,-0.066968831
19.621,-0.065290364
19.622,-0.064763589
19.623,-0.062595541
19.624,-0.060848062
19.625,-0.060306723
19.626,-0.058135986
19.627,-0.057695476
19.628,-0.055965248
19.629,-0.055354896
19.63,-0.054980704
19.631,-0.053319491
19.632,-0.053100586
19.633,-0.052709138
19.634,-0.050506592
19.635,-0.050777258
19.636,-0.050541102
19.637,-0.048658282
19.638,-0.048082441
19.639,-0.048217773
19.64,-0.046369463
19.641,-0.045453936
19.642,-0.045367657
19.643,-0.043470293
19.644,-0.043182373
19.645,-0.042638328
19.646,-0.041028886
19.647,-0.040758223
19.648,-0.038757324
19.649,-0.038046155
19.65,-0.038469405
19.651,-0.036485763
19.652,-0.035958971
19.653,-0.035567507
19.654,-0.033687409
19.655,-0.032855438
19.656,-0.030805496
19.657,-0.028974441
19.658,-0.028669265
19.659,-0.026803694
19.66,-0.026092529
19.661,-0.026127046
19.662,-0.024362287
19.663,-0.023769193
19.664,-0.023515794
19.665,-0.023786452
19.666,-0.023651123
19.667,-0.023786452
19.668,-0.023633864
19.669,-0.023633863
19.67,-0.023786451
19.671,-0.02312432
19.672,-0.021226977
19.673,-0.021362305
19.674,-0.019479469
19.675,-0.018820092
19.676,-0.018258765
19.677,-0.016191577
19.678,-0.015900902
19.679,-0.014003564
19.68,-0.013750171
19.681,-0.013459493
19.682,-0.011308765
19.683,-0.011409568
19.684,-0.011461354
19.685,-0.011308766
19.686,-0.010799216
19.687,-0.009155273
19.688,-0.009120749
19.689,-0.00886736
19.69,-0.007272431
19.691,-0.006814667
19.692,-0.004543111
19.693,-0.003457732
19.694,-0.001796528
19.695,-0.001252447
19.696,0.000762939
19.697,0.001036373
19.698,0.003069022
19.699,0.005392368
19.7,0.00632516
19.701,0.008104422
19.702,0.008343332
19.703,0.010528564
19.704,0.010781946
19.705,0.012376884
19.706,0.012987236
19.707,0.013375939
19.708,0.015106201
19.709,0.015376846
19.71,0.017377754
19.711,0.018143497
19.712,0.02041505
19.713,0.022888184
19.714,0.025007148
19.715,0.025603042
19.716,0.027583875
19.717,0.029619317
19.718,0.03046859
19.719,0.032653809
19.72,0.034689252
19.721,0.035230536
19.722,0.036960804
19.723,0.037435835
19.724,0.039537531
19.725,0.039672852
19.726,0.041572978
19.727,0.042353186
19.728,0.044708252
19.729,0.046438524
19.73,0.048744611
19.731,0.049150569
19.732,0.051186018
19.733,0.052406722
19.734,0.05418597
19.735,0.056186882
19.736,0.056474789
19.737,0.058611019
19.738,0.059457469
19.739,0.061187744
19.74,0.061798096
19.741,0.063511102
19.742,0.06446117
19.743,0.066274955
19.744,0.068258598
19.745,0.069361255
19.746,0.071445674
19.747,0.073259458
19.748,0.074278612
19.749,0.076293945
19.75,0.07653289
19.751,0.078464719
19.752,0.079515563
19.753,0.081159486
19.754,0.081058714
19.755,0.083295716
19.756,0.083482848
19.757,0.083600892
19.758,0.084009702
19.759,0.085941528
19.76,0.086042298
19.761,0.085941528
19.762,0.085771668
19.763,0.085906982
19.764,0.086229431
19.765,0.086042297
19.766,0.085397398
19.767,0.08360089
19.768,0.08190515
19.769,0.079429195
19.77,0.078208491
19.771,0.076138477
19.772,0.073409168
19.773,0.070985035
19.774,0.069122314
19.775,0.066816221
19.776,0.064679991
19.777,0.062204034
19.778,0.06123668
19.779,0.059065898
19.78,0.05633659
19.781,0.053912459
19.782,0.050267625
19.783,0.047302246
19.784,0.044570043
19.785,0.041688148
19.786,0.039874369
19.787,0.035806325
19.788,0.032702736
19.789,0.029803565
19.79,0.027379435
19.791,0.025090616
19.792,0.020869986
19.793,0.018581168
19.794,0.015696365
19.795,0.012443096
19.796,0.008219555
19.797,0.003932729
19.798,0.000811858
19.799,-0.003817614
19.8,-0.006987404
19.801,-0.011023805
19.802,-0.015463213
19.803,-0.018753954
19.804,-0.021347949
19.805,-0.025772999
19.806,-0.029060817
19.807,-0.031266165
19.808,-0.035282362
19.809,-0.037893636
19.81,-0.040470351
19.811,-0.042623862
19.812,-0.04359123
19.813,-0.04591461
19.814,-0.048626632
19.815,-0.051050759
19.816,-0.052812691
19.817,-0.054948922
19.818,-0.057407609
19.819,-0.059814453
19.82,-0.062290422
19.821,-0.063427663
19.822,-0.064901698
19.823,-0.066885341
19.824,-0.068258633
19.825,-0.070173148
19.826,-0.070072406
19.827,-0.071903461
19.828,-0.072631836
19.829,-0.072919729
19.83,-0.072496531
19.831,-0.073311319
19.832,-0.074972503
19.833,-0.075090525
19.834,-0.075208547
19.835,-0.075191263
19.836,-0.074837201
19.837,-0.075073242
19.838,-0.074937938
19.839,-0.07478535
19.84,-0.074955223
19.841,-0.07522583
19.842,-0.075073242
19.843,-0.074650048
19.844,-0.074546339
19.845,-0.072867872
19.846,-0.071935059
19.847,-0.07044375
19.848,-0.070308447
19.849,-0.070069431
19.85,-0.067766309
19.851,-0.067749023
19.852,-0.067749023
19.853,-0.067849753
19.854,-0.067561863
19.855,-0.065883396
19.856,-0.065172316
19.857,-0.065307617
19.858,-0.065120456
19.859,-0.0631541
19.86,-0.062713623
19.861,-0.062848924
19.862,-0.063001511
19.863,-0.062696336
19.864,-0.061135881
19.865,-0.060424805
19.866,-0.060560105
19.867,-0.060168488
19.868,-0.058084122
19.869,-0.057848099
19.87,-0.057151305
19.871,-0.055507415
19.872,-0.054997785
19.873,-0.053371184
19.874,-0.053083297
19.875,-0.052726253
19.876,-0.050506592
